-0.2602, -0.3435, -0.1094, 0.4441, -0.3488, 0.0107, -0.1222, -0.3541, 0.8164, 0.7403, 0.5040, -0.6863, -0.5486, 0.3339, 0.4025, 0.4206
-0.4746, 0.6776, -0.2943, -0.5680, 0.9682, -0.1052, 0.8624, 0.2419, -0.2534, 0.0832, 0.6916, 0.5420, 0.7440, 0.3464, 0.5593, 0.6589
0.4825, -0.2549, -0.4093, 0.7349, 0.2836, -0.3598, 0.4105, -0.4070, 0.6205, -0.0478, 0.1974, 0.0764, 0.5683, -0.7357, -0.4263, -0.2792
0.1279, 0.7428, 0.2384, -0.2579, 0.3138, 0.6490, 0.4260, 0.1560, -0.2441, -0.0959, -0.6268, 0.4494, 0.5010, 0.3544, 0.0329, -0.2008
-0.4076, -0.5398, 0.2564, 0.6575, 0.1962, 0.8695, 0.5597, 0.2255, 0.6883, 0.3107, -0.4009, -0.4928, 0.6254, -0.0771, 0.3562, -0.5391
0.0410, -0.0001, -0.5586, -0.4121, -0.5605, -0.1149, 0.4140, 0.6710, -0.2347, -0.3450, -0.5660, -0.2464, -0.4871, -0.7991, 0.4971, -0.5432
-0.6090, 0.0119, -0.3559, 0.1206, 0.1088, -0.0500, 0.1831, 0.1497, 0.4626, -0.0512, -0.2069, -0.2390, -0.1390, 0.3219, -0.5065, 0.6561
-0.4006, -0.4844, -0.2888, -0.3008, 0.9665, -0.1273, -0.7392, 0.7372, -0.1716, 0.6299, -0.0129, -0.6072, 0.1216, 0.1163, 0.4826, 0.2325
